"Num","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extras","Citation_key","PMID","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
118,"97RB5ZEB","journalArticle",2018,"Valkonen, M.; Täubel, M.; Pekkanen, J.; Tischer, C.; Rintala, H.; Zock, J.-P.; Casas, L.; Probst-Hensch, N.; Forsberg, B.; Holm, M.; Janson, C.; Pin, I.; Gislason, T.; Jarvis, D.; Heinrich, J.; Hyvärinen, A.","Microbial characteristics in homes of asthmatic and non-asthmatic adults in the ECRHS cohort","Indoor Air-international Journal of Indoor Air Quality and Climate",NA,"9056947","10.1111/ina.12427","https://onlinelibrary.wiley.com/doi/10.1111/ina.12427","Microbial exposures in homes of asthmatic adults have been rarely investigated; specificities and implications for respiratory health are not well understood. The objectives of this study were to investigate associations of microbial levels with asthma status, asthma symptoms, bronchial hyperresponsiveness (BHR), and atopy. Mattress dust samples of 199 asthmatics and 198 control subjects from 7 European countries participating in the European Community Respiratory Health Survey II study were analyzed for fungal and bacterial cell wall components and individual taxa. We observed trends for protective associations of higher levels of mostly bacterial markers. Increased levels of muramic acid, a cell wall component predominant in Gram-positive bacteria, tended to be inversely associated with asthma (OR's for different quartiles: II 0.71 [0.39-1.30], III 0.44 [0.23-0.82], and IV 0.60 [0.31-1.18] P for trend.07) and with asthma score (P for trend.06) and with atopy (P for trend.02). These associations were more pronounced in northern Europe. This study among adults across Europe supports a potential protective effect of Gram-positive bacteria in mattress dust and points out that this may be more pronounced in areas where microbial exposure levels are generally lower.","2018-01","25/04/2024 16:33","25/04/2024 16:33",NA,"16–27",NA,"1","28",NA,"Indoor Air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: valkonen2018a PMID: 28960492","valkonen2018a ",28960492,NA,NA,NA,"asthma; atopy; bacteria; fungi; microbial exposure",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"R9VU88V4","journalArticle",2017,"Polo, Andrea; Cappitelli, Francesca; Villa, Federica; Pinzari, Flavia","Biological invasion in the indoor environment: the spread of Eurotium halophilicum on library materials","International Biodeterioration & Biodegradation",NA,"9648305","10.1016/j.ibiod.2016.12.010","https://linkinghub.elsevier.com/retrieve/pii/S0964830516308733","Volumes from an archive of the University of Milan showed whitish-grey discolouration putatively caused by microorganisms. Microscopic and viability assays proved that discolouration from two volumes were characterized by a marked presence of viable fungi, demonstrating that they were mainly biological in nature. Fungal sequences were phylogenetically most closely related to Eurotium, Aspergillus, Candida, Penicillium, Alternaria, Phaeosphaeria, Capnodiales and Pleosporales taxa. SEM analysis showed that Eurotium halophilicum is dominant on the two infected volumes. Viable airborne fungal loads near the two volumes were higher than recommended maximum values, demonstrating that airborne fungi could represent a source of risk. The airborne microbial community sampled in two different seasons was composed by fungi belonging in the genera Aspergillus, Candida and Eurotium. The detection of E. halophilicum also in the archival air indicated a possible source of contamination. Fluctuations of thermo-hygrometric values were also observed in the archive in the different seasons. The occurrence of white efflorescence on the stored volumes most likely depended on the lack of both a dusting programme and air-conditioning, and insufficient ventilation in the repository, and, on the hygroscopic behaviour of the binding materials used in the manufacture of the volumes.","2017-03","25/04/2024 16:33","25/04/2024 16:33",NA,"34–44",NA,"","118",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: polo2017a","polo2017a",NA,NA,NA,NA,"Airborne microbial community; Archive; Eurotium halophilicum; Indoor",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"X2MHAZQ3","journalArticle",2017,"Rocchi, Steffi; Valot, Benoit; Reboux, Gabriel; Millon, Laurence","DNA metabarcoding to assess indoor fungal communities: Electrostatic dust collectors and Illumina sequencing","Journal of Microbiological Methods",NA,"1677012","10.1016/j.mimet.2017.05.014","https://linkinghub.elsevier.com/retrieve/pii/S0167701217301240","DNA metabarcoding is increasingly being used to characterize the microbiological composition of both the indoor and outdoor environments of dwellings. Our study aimed to evaluate metabarcoding and bioinformatic analysis resulting from calibrated samples and samples collected by an electrostatic dust collector (EDC) in dwellings with no moisture problems. Thus, the fungal communities of 14 dwellings (eastern France, Franche-Comté region) were analyzed by Illumina MiSeq technology after amplification of the ITS2 region. Using the standard samples of 11 species of yeasts and molds allowed us to validate the Operational taxonomic units (OTU) assignment. These calibrated samples also showed a low amplification bias, a low rate of sequencing errors and the semi-quantitative nature of the technique. Only one species from the calibrated samples (Lichtheimia corymbifera) was less amplified probably due to the presence of two mismatches in its3 primer. EDC analysis identified 3594 OTU with 75% of reads corresponding to 30 genera. The main genera are those usually found by culture techniques (Penicillium, Aspergillus and Cladosporium), but findings also indicate others less commonly isolated in culture such as Epicoccum, the fourth detected genus in our study. The type of heating systems was correlated with fungal diversity. We found less diversity in the dwellings with wood heating and larger quantities of Epicoccum nigrum verified by qPCR. DNA metabarcoding analysis applied to EDC seems promising. However, we think that it must be used along with qPCR, to obtain a more global view of microbial ecology and relative quantification of species of interest within communities.","2017-08","25/04/2024 16:33","25/04/2024 16:33",NA,"107–112",NA,"","139",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: rocchi2017a PMID: 28559161","rocchi2017a ",28559161,NA,NA,NA,"Fungal community; Illumina sequencing; Indoor dust; Metabarcoding; qPCR",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"EHBPEJRB","journalArticle",2016,"Xu, Siyu; An, Choa; Kim, Songha; Lee, Seungeun; Lee, Kiyoung; Yamamoto, Naomichi","Effects of the biocides on the culturable house dust-borne bacterial compositions and diversities","Human and Ecological Risk Assessment: An International Journal",NA,"1080-7039","10.1080/10807039.2016.1143769","https://www.tandfonline.com/doi/full/10.1080/10807039.2016.1143769","ABSTRACT: Biocides are used ubiquitously in indoor environments, but knowledge is limited about how they impact indoor bacterial compositions and diversities. In this study, an in vitro experiment was conducted to demonstrate changes in the culturable house dust-borne bacterial compositions and diversities by exposures to three biocides of CuSO4 (CUS), triclosan (TRC), or benzalkonium chloride with respective concentrations of 90, 45, and 0.1 𝜇g ml−1. The high-throughput sequencing was used to characterize the bacterial compositions and diversities. The α diversity analysis showed reductions in the species richness and evenness by exposures to CUS and TRC (p < 0.05, Wilcoxon signed rank tests). The β diversity analysis revealed the significant changes in the community memberships for CUS and TRC (p < 0.05, P-tests based on the Jaccard indices), which were thought due to selective bacterial inhibitions. The taxonomic analysis found the inhibitions of Enterococcus, Peptoniphilus, Anaerococcus, Finegoldia,Clostridium sensu stricto, and Stenotrophomonas. The findings of the present in vitro study provide important insights into how use of biocides in indoor environments affects bacterial compositions and diversities. Future in situ research is warranted to confirm how they impact indoor microbial compositions and diversities, which are thought to be important for human health.","2016-07","25/04/2024 16:33","25/04/2024 16:33",NA,"1133–1146",NA,"5","22",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: xu2016a","xu2016a",NA,NA,NA,NA,"16S rDNA; benzalkonium chloride; copper (II) sulfate; high-throughput sequencing; next-generation sequencing; triclosan",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"47T6Z7R4","journalArticle",2016,"Mora, Maximilian; Perras, Alexandra; Alekhova, Tatiana A.; Wink, Lisa; Krause, Robert; Aleksandrova, Alina; Novozhilova, Tatiana; Moissl-Eichinger, Christine","Resilient microorganisms in dust samples of the International Space Station—survival of the adaptation specialists","Microbiome",NA,"2049-2618","10.1186/s40168-016-0217-7","http://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-016-0217-7","Background: The International Space Station (ISS) represents a unique biotope for the human crew but also for introduced microorganisms. Microbes experience selective pressures such as microgravity, desiccation, poor nutrient-availability due to cleaning, and an increased radiation level. We hypothesized that the microbial community inside the ISS is modified by adapting to these stresses. For this reason, we analyzed 8–12 years old dust samples from Russian ISS modules with major focus on the long-time surviving portion of the microbial community. We consequently assessed the cultivable microbiota of these samples in order to analyze their extremotolerant potential against desiccation, heat-shock, and clinically relevant antibiotics. In addition, we studied the bacterial and archaeal communities from the stored Russian dust samples via molecular methods (next-generation sequencing, NGS) and compared our new data with previously derived information from the US American ISS dust microbiome. Results: We cultivated and identified in total 85 bacterial, non-pathogenic isolates (17 different species) and 1 fungal isolate from the 8–12 year old dust samples collected in the Russian segment of the ISS. Most of these isolates exhibited robust resistance against heat-shock and clinically relevant antibiotics. Microbial 16S rRNA gene and archaeal 16S rRNA gene targeting Next Generation Sequencing showed signatures of human-associated microorganisms (Corynebacterium, Staphylococcus, Coprococcus etc.), but also specifically adapted extremotolerant microorganisms. Besides bacteria, the detection of archaeal signatures in higher abundance was striking. Conclusions: Our findings reveal (i) the occurrence of living, hardy microorganisms in archived Russian ISS dust samples, (ii) a profound resistance capacity of ISS microorganisms against environmental stresses, and (iii) the presence of archaeal signatures on board. In addition, we found indications that the microbial community in the Russian segment dust samples was different to recently reported US American ISS microbiota.","2016-12","25/04/2024 16:33","25/04/2024 16:33",NA,"65",NA,"1","4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: mora2016a PMID: 27998314","mora2016a ",27998314,NA,NA,NA,"Archaea; Confined habitat; Extremotolerant; International Space Station; Microbiome",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"U7NKJGWU","journalArticle",2015,"Checinska, Aleksandra; Probst, Alexander J.; Vaishampayan, Parag; White, James R.; Kumar, Deepika; Stepanov, Victor G.; Fox, George E.; Nilsson, Henrik R.; Pierson, Duane L.; Perry, Jay; Venkateswaran, Kasthuri","Microbiomes of the dust particles collected from the International Space Station and Spacecraft Assembly Facilities","Microbiome",NA,"2049-2618","10.1186/s40168-015-0116-3","https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-015-0116-3","BACKGROUND: The International Space Station (ISS) is a unique built environment due to the effects of microgravity, space radiation, elevated carbon dioxide levels, and especially continuous human habitation. Understanding the composition of the ISS microbial community will facilitate further development of safety and maintenance practices. The primary goal of this study was to characterize the viable microbiome of the ISS-built environment. A second objective was to determine if the built environments of Earth-based cleanrooms associated with space exploration are an appropriate model of the ISS environment. RESULTS: Samples collected from the ISS and two cleanrooms at the Jet Propulsion Laboratory (JPL, Pasadena, CA) were analyzed by traditional cultivation, adenosine triphosphate (ATP), and propidium monoazide-quantitative polymerase chain reaction (PMA-qPCR) assays to estimate viable microbial populations. The 16S rRNA gene Illumina iTag sequencing was used to elucidate microbial diversity and explore differences between ISS and cleanroom microbiomes. Statistical analyses showed that members of the phyla Actinobacteria, Firmicutes, and Proteobacteria were dominant in the samples examined but varied in abundance. Actinobacteria were predominant in the ISS samples whereas Proteobacteria, least abundant in the ISS, dominated in the cleanroom samples. The viable bacterial populations seen by PMA treatment were greatly decreased. However, the treatment did not appear to have an effect on the bacterial composition (diversity) associated with each sampling site. CONCLUSIONS: The results of this study provide strong evidence that specific human skin-associated microorganisms make a substantial contribution to the ISS microbiome, which is not the case in Earth-based cleanrooms. For example, Corynebacterium and Propionibacterium (Actinobacteria) but not Staphylococcus (Firmicutes) species are dominant on the ISS in terms of viable and total bacterial community composition. The results obtained will facilitate future studies to determine how stable the ISS environment is over time. The present results also demonstrate the value of measuring viable cell diversity and population size at any sampling site. This information can be used to identify sites that can be targeted for more stringent cleaning. Finally, the results will allow comparisons with other built sites and facilitate future improvements on the ISS that will ensure astronaut health.","2015-12","25/04/2024 16:33","25/04/2024 16:33",NA,"50",NA,"1","3",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: checinska2015a PMID: 26502721","checinska2015a ",26502721,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"94UVLT96","journalArticle",2015,"Adams, Rachel I.; Tian, Yilin; Taylor, John W.; Bruns, Thomas D.; Hyvärinen, Anne; Täubel, Martin","Passive dust collectors for assessing airborne microbial material","Microbiome",NA,"2049-2618","10.1186/s40168-015-0112-7","https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-015-0112-7","BACKGROUND: Settled airborne dust is used as a surrogate for airborne exposure in studies that explore indoor microbes. In order to determine whether detecting differences in dust environments would depend on the sampler type, we compared different passive, settled dust sampling approaches with respect to displaying qualitative and quantitative aspects of the bacterial and fungal indoor microbiota. RESULTS: Settled dust sampling approaches-utilizing plastic petri dishes, TefTex material, and electrostatic dustfall collectors (EDCs)-were evaluated in indoor spaces in the USA and Finland and in an experimental chamber study. The microbial content was analyzed with quantitative PCR (qPCR) to quantify total bacterial and fungal biomass and through high-throughput sequencing to examine bacterial community composition. Bacterial composition and diversity were similar within a sampling environment regardless of the sampler type. The sampling environment was the single largest predictor of microbial community composition within a study, while sampler type was found to have much less predictive power. Quantitative analyses in indoor spaces indicated highest yields using a petri dish approach, followed by sampling with EDCs and TefTex. The highest correlations between duplicate samples were observed for EDC and petri dish approaches, indicating greater experimental repeatability for these sampler types. For the EDC samples, it became apparent that, due to the fibrous nature of the material, a rigorous extraction protocol is crucial to obtain optimal yields and stable, repeatable results. CONCLUSIONS: Correlations between sampler types were strong both in compositional and quantitative terms, and thus, the particular choice of passive settled dust sampler is not likely to strongly alter the overall conclusion of a study that aims to characterize dust across different environments. Microbial cell abundances determined from settled dust varied with the use of different sampling approaches, and thus, consistency in the method is necessary to allow for absolute comparisons within and among studies. Considering practical aspects, petri dishes were found to be an inexpensive, simple, and feasible approach that showed the highest quantitative determinations under typical building conditions, though the choice of sampler will ultimately depend on study logistics and characteristics such as low- or high-exposure settings.","2015-12","25/04/2024 16:33","25/04/2024 16:33",NA,"46",NA,"1","3",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: adams2015a PMID: 26434807","adams2015a ",26434807,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"MXMVUPJI","journalArticle",2015,"Madsen, Anne Mette; Zervas, Athanasios; Tendal, Kira; Nielsen, Jeppe Lund","Microbial diversity in bioaerosol samples causing ODTS compared to reference bioaerosol samples as measured using Illumina sequencing and MALDI-TOF","Environmental Research",NA,"139351","10.1016/j.envres.2015.03.027","https://linkinghub.elsevier.com/retrieve/pii/S001393511500105X","The importance of the microbial diversity of bioaerosols in relation to occupational exposure and work related health symptoms is not known. The aim of this paper is to gain knowledge on the bacterial and fungal communities in dust causing organic dust toxic syndrome (ODTS) and in reference dust not causing ODTS. Bacterial and fungal communities were described in personal exposure samples from grass seed workers developing ODTS, in dust generated from grass seeds causing ODTS and in dust generated from reference seeds not causing ODTS. Amplicon sequencing of the bacterial 16S rRNA gene and the fungal ITS region, as well as matrix-assisted laser desorption/ionization time-of-flight (MALDI-TOF) were used for identification of fungi and bacteria in personal exposure samples and in dust samples from grass seeds causing ODTS and in dust from reference grass seeds. Furthermore, activities of enzymes were measured in the same samples.The sequencing data revealed more than 150 bacterial and 25 fungal genera present in each sample. Streptomyces spp., Aspergillus fumigatus and Rhizopus microsporus were dominating in the dust causing ODTS but not in the reference dust. The dustiness in terms of Mucor sp. and R. microsporus were 100-1000 times higher for problematic seeds compared to reference seeds. The bacterial species in the dust causing ODTS included pathogenic species such as Klebsiella pneumonia and Streptomyces pneumonia, and it contained increased concentrations of total protein, serine protease, chitinase, and β-glucosidase. Twenty-three bacterial genera covered more than 50% of the total reads in the personal and problematic seed dust. These 23 genera accounted for less than 7% of the total reads in the reference seed dust. The microbial community of the dust from the problematic seeds showed great similarities to that from the personal air samples from the workers. In conclusion, we have shown for the first time a shift in the microbial community in aerosol samples that caused ODTS compared to the reference samples that did not cause the ODTS. Furthermore, elevated enzyme activities were found in the dust causing ODTS.","2015-07","25/04/2024 16:33","25/04/2024 16:33",NA,"255–267",NA,"","140",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: madsen2015a PMID: 25880607","madsen2015a ",25880607,NA,NA,NA,"Bioaerosols; Exposure; Microbial diversity; ODTS; Working environment",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"CEZJ9R5F","journalArticle",2015,"Barberán, Albert; Dunn, Robert R.; Reich, Brian J.; Pacifici, Krishna; Laber, Eric B.; Menninger, Holly L.; Morton, James M.; Henley, Jessica B.; Leff, Jonathan W.; Miller, Shelly L.; Fierer, Noah","The ecology of microscopic life in household dust","Proceedings of the Royal Society B: Biological Sciences",NA,"0962-8452","10.1098/rspb.2015.1139","https://royalsocietypublishing.org/doi/10.1098/rspb.2015.1139","We spend the majority of our lives indoors; yet, we currently lack a comprehensive understanding of how the microbial communities found in homes vary across broad geographical regions and what factors are most important in shaping the types of microorganisms found inside homes. Here, we investigated the fungal and bacterial communities found in settled dust collected from inside and outside approximately 1200 homes located across the continental US, homes that represent a broad range of home designs and span many climatic zones. Indoor and outdoor dust samples harboured distinct microbial communities, but these differences were larger for bacteria than for fungi with most indoor fungi originating outside the home. Indoor fungal communities and the distribution of potential allergens varied predictably across climate and geographical regions; where you live determines what fungi live with you inside your home. By contrast, bacterial communities in indoor dust were more strongly influenced by the number and types of occupants living in the homes. In particular, the female : male ratio and whether a house had pets had a significant influence on the types of bacteria found inside our homes highlighting that who you live with determines what bacteria are found inside your home.","2015-09","25/04/2024 16:33","25/04/2024 16:33",NA,"20151139",NA,"1814","282",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: barber2015a PMID: 26311665","barber2015a ",26311665,NA,NA,NA,"Allergens; Bacteria; Built environment; Dust; Fungi; Microbial ecology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"25KFLMJS","journalArticle",2014,"Dannemiller, K. C.; Mendell, M. J.; Macher, J. M.; Kumagai, K.; Bradman, A.; Holland, N.; Harley, K.; Eskenazi, B.; Peccia, J.","Next-generation DNA sequencing reveals that low fungal diversity in house dust is associated with childhood asthma development","Indoor Air-international Journal of Indoor Air Quality and Climate",NA,"9056947","10.1111/ina.12072","https://onlinelibrary.wiley.com/doi/10.1111/ina.12072","Dampness and visible mold in homes are associated with asthma development, but causal mechanisms remain unclear. The goal of this research was to explore associations among measured dampness, fungal exposure, and childhood asthma development without the bias of culture-based microbial analysis. In the low-income, Latino CHAMACOS birth cohort, house dust was collected at age 12 months, and asthma status was determined at age 7 years. The current analysis included 13 asthma cases and 28 controls. Next-generation DNA sequencing methods quantified fungal taxa and diversity. Lower fungal diversity (number of fungal operational taxonomic units) was significantly associated with increased risk of asthma development: unadjusted odds ratio (OR) 4.80 (95% confidence interval (CI) 1.04-22.1). Control for potential confounders strengthened this relationship. Decreased diversity within the genus Cryptococcus was significantly associated with increased asthma risk (OR 21.0, 95% CI 2.16-204). No fungal taxon (species, genus, class) was significantly positively associated with asthma development, and one was significantly negatively associated. Elevated moisture was associated with increased fungal diversity, and moisture/mold indicators were associated with four fungal taxa. Next-generation DNA sequencing provided comprehensive estimates of fungal identity and diversity, demonstrating significant associations between low fungal diversity and childhood asthma development in this community. © 2013 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd.","2014-06","25/04/2024 16:33","25/04/2024 16:33",NA,"236–247",NA,"3","24",NA,"Indoor Air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: dannemiller2014a PMID: 24883433","dannemiller2014a ",24883433,NA,NA,NA,"454 pyrosequencing; Asthma; Dampness; Fungi; Moisture; Mold",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"6GFACR3K","journalArticle",2014,"Hoisington, Andrew; Maestre, Juan P.; Siegel, Jeffrey A.; Kinney, Kerry A.","Exploring the microbiome of the built environment: A primer on four biological methods available to building professionals","HVAC&R Research",NA,"1078-9669","10.1080/10789669.2013.840524","https://www.tandfonline.com/doi/full/10.1080/10789669.2013.840524","Building professionals are increasingly being called upon to conduct indoor microbial investigations as they remediate moisture-damaged buildings and design new, healthy, sustainable buildings. Characterizing the indoor microbial community present in the built environment is challenging and complicated by the vast array of biological methods available to building professionals. Furthermore, the particular biological technique employed to study an indoor environment can have a significant impact on the results obtained. This study evaluates the advantages and disadvantages of four biological methods suitable for indoor microbial investigations: culturing, quantitative polymerase chain reaction (qPCR), Sanger sequencing, and pyrosequencing. The results obtained from a study of four buildings are used to evaluate the merits of each bioanalytical approach. In each of the four study sites, the microbial-laden dust recovered on HVAC filters was used to provide a passive, long-term sample of the indoor air. Culturing of the microorganisms recovered from the dust was the least expensive method tested but provided a limited characterization of the microbial community present. qPCR provided the most specific information about the presence and quantity of target microorganisms but this method requires a priori knowledge of the species of interest and specifically designed primers that may not enumerate unanticipated species. Sanger sequencing provided microbial identification at the species level but lacked coverage to fully describe the microbial community present. Pyrosequencing provided in-depth sequence coverage of the microbial community present (to the genus level) but the vast dataset generated required increased computational analysis and data storage. Nevertheless, pyrosequencing when coupled with qPCR for target species quantification represents a viable approach that should become more accessible to building professionals as user-friendly software for analyzing sequencing results becomes available and more commercial laboratories offer these services. © 2014 Copyright Taylor and Francis Group, LLC.","2014-01","25/04/2024 16:33","25/04/2024 16:33",NA,"167–175",NA,"1","20",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: hoisington2014b","hoisington2014b",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"FYTGGQDU","journalArticle",2014,"Mukherjee, Nabanita; Dowd, Scot; Wise, Andy; Kedia, Sapna; Vohra, Varun; Banerjee, Pratik","Diversity of bacterial communities of fitness center surfaces in a U.S. metropolitan area","International Journal of Environmental Research and Public Health",NA,"1660-4601","10.3390/ijerph111212544","http://www.mdpi.com/1660-4601/11/12/12544","Public fitness centers and exercise facilities have been implicated as possible sources for transmitting community-acquired bacterial infections. However, the overall diversity of the bacterial community residing on the surfaces in these indoor environments is still unknown. In this study, we investigated the overall bacterial ecology of selected fitness centers in a metropolitan area (Memphis, TN, USA) utilizing culture-independent pyrosequencing of the 16S rRNA genes. Samples were collected from the skin-contact surfaces (e.g., exercise instruments, floor mats, handrails, etc.) within fitness centers. Taxonomical composition revealed the abundance of Firmicutes phyla, followed by Proteobacter and Actinobacteria, with a total of 17 bacterial families and 25 bacterial genera. Most of these bacterial genera are of human and environmental origin (including, air, dust, soil, and water). Additionally, we found the presence of some pathogenic or potential pathogenic bacterial genera including Salmonella, Staphylococcus, Klebsiella, and Micrococcus. Staphylococcus was found to be the most prevalent genus. Presence of viable forms of these pathogens elevates risk of exposure of any susceptible individuals. Several factors (including personal hygiene, surface cleaning and disinfection schedules of the facilities) may be the reasons for the rich bacterial diversity found in this study. The current finding underscores the need to increase public awareness on the importance of personal hygiene and sanitation for public gym users.","2014-12","25/04/2024 16:33","25/04/2024 16:33",NA,"12544–12561",NA,"12","11",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: mukherjee2014a PMID: 25479039","mukherjee2014a ",25479039,NA,NA,NA,"Bacteria; Disinfection; Fitness center; Gymnasium; Hygiene; Indoor environment; Metagenomics; Microbiome; Staphylococcus",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
